,Question,Category,Source
2663,What World Cup favorite fired its manager just days before this year’s tournament?,Sports,hq_buff_us
2664,"Using the 100-meter dash as a benchmark, who is the fastest woman of all time?",Sports,hq_buff_us
2665,Which of these distances is the longest?,Sports,hq_buff_us
2666,"Earlier this month, who did Simona Halep beat to claim her first-ever Grand Slam title?",Sports,hq_buff_us
2667,Which NASCAR driver has lost a championship to a driver on a team that he owned?,Sports,hq_buff_us
2668,Which of these professional balls is inflated to the lowest air pressure?,Sports,hq_buff_us
2669,The only time the Mets home-run apple was raised for a rival team was for which player?,Sports,hq_buff_us
2670,Which of these animals has a hard outer shell made of a substance called chitin?,Nature,hq_buff_us
2671,What element do people often “pump” at the gym?,Culture,hq_buff_us
2672,Which of these playing cards traditionally has the highest value?,Games,hq_buff_us
2673,Which of these is NOT a common yoga pose?,Sports,hq_buff_us
2674,Which of these is the title of a real Beatles song?,Music,hq_buff_us
2675,Which of these dog breeds comes from Korea?,Nature,hq_buff_us
2676,Which of these silk-producing animals produces the strongest silk strands?,Nature,hq_buff_us
2677,Which of these universities has produced the most US presidents?,History,hq_buff_us
2678,Which of these foods was so coveted in the 18th century that you could rent it for a party?,Food & Drink,hq_buff_us
2679,The flag of Ecuador is essentially a naval ensign over what other nation’s flag?,Geography,hq_buff_us
2680,In which of these “Fast & Furious” movies is the word “family” mentioned most often by far?,Movies,hq_buff_us
2681,Which of these astronomical events is most common?,Science ,hq_buff_us
2682,A popular role-playing game is called “Dungeons &” what?,Games,hq_buff_us
2683,What is standard equipment in the sport of croquet?,Sports,hq_buff_us
2684,How many degrees are in an acute angle?,Science ,hq_buff_us
2685,Which of these is the correct title of a long-running US game show?,TV,hq_buff_us
2686,What business newspaper is printed on distinctive salmon-pink colored paper?,Educational,hq_buff_us
2687,Which of these nations can you walk to from Mozambique?,Geography,hq_buff_us
2688,The word “sushi” specifically refers to what?,Food & Drink,hq_buff_us
2689,Which of these is both a chemical element and a popular name for performance spaces?,Science ,hq_buff_us
2690,Which of these insults would Holden Caulfield most likely use?,Literature ,hq_buff_us
2691,Which of these organisms is most likely to exhibit the phenomenon known as “crown shyness”?,Nature,hq_buff_us
2692,Which of these creatures is NOT mentioned in the King James Bible?,Culture,hq_buff_us
2693,Which of these artists is exactly one award away from achieving a full EGOT?,Entertainment,hq_buff_us
2694,The human body is mostly made up of which of these things?,Science ,hq_buff_us
2695,Which of these is a variety of fish?,Nature,hq_buff_us
2696,What punctuation mark typically ends a sentence?,Language,hq_buff_us
2697,"In soccer, what position is permitted to touch the ball with their hands during the run of play?",Sports,hq_buff_us
2698,"In the internet abbreviation FWIW, what does NEITHER W stand for?",Educational,hq_buff_us
2699,"When sworn into office, a US president typically places their hand on what?",History,hq_buff_us
2700,"As measured by tonnage, the four largest ocean vehicles in the world are used to transport what?",Business,hq_buff_us
2701,"Before becoming a pop star, Lady Gaga acted in what television show?",Entertainment,hq_buff_us
2702,What modern country was NOT part of Prussia?,History,hq_buff_us
2703,Which of these is a bonus item that appears in the original arcade Pac-Man?,Games,hq_buff_us
2704,"In the UK, which of these is theater slang for laughing uncontrollably while acting?",Entertainment,hq_buff_us
2705,What festival debuted “hologram” Tupac?,Music,hq_buff_us
2706,The Disney character Mickey is what type of animal?,Entertainment,hq_buff_us
2707,Which of these is used to stir a cocktail?,Food & Drink,hq_buff_us
2708,What is the grammatically correct way for someone to refer to the place where you cook?,Language,hq_buff_us
2709,Michelangelo’s legendary sculpture “David” is made of what material?,Fine Arts,hq_buff_us
2710,What element is NOT one of the key components of table salt?,Science ,hq_buff_us
2711,A snickerdoodle is a type of what?,Food & Drink,hq_buff_us
2712,Which of these countries shares a border with Russia?,Geography,hq_buff_us
2713,One of the actors who voiced Sonic the Hedgehog in the 1990s was also a star on what sitcom?,Entertainment,hq_buff_us
2714,"In the 90s, Microsoft’s co-founder paid tens of millions for a journal by whom?",Tech,hq_buff_us
2715,The son of the composer of the “Jaws” theme gained his own fame as the lead singer of what band?,Entertainment,hq_buff_us
2716,Which of these plants is carnivorous?,Nature,hq_buff_us
2717,"In the US presidential line of succession, which of these cabinet members ranks the highest?",History,hq_buff_us
2718,What device do people often use to stay cool in the summer?,Tech,hq_buff_us
2719,What major scientific breakthrough came from a moldy petri dish?,Science ,hq_buff_us
2720,What Macedonian king created one of the ancient world’s largest empires?,History,hq_buff_us
2721,"Besides English, what is the other official language of Canada?",Educational,hq_buff_us
2722,Which of these is the highest level in minor league baseball?,Sports,hq_buff_us
2723,Who is the narrator of the classic novel “Moby-Dick”?,Literature ,hq_buff_us
2724,Which of these costly cuisines was once considered cheap fare for poor people?,Food & Drink,hq_buff_us
2725,What crime-fighting character is officially a blood relative of the Lone Ranger?,Entertainment,hq_buff_us
2726,Who was the first host of NBC’s “The Tonight Show”?,TV,hq_buff_us
2727,The scientist who co-created the first rabies vaccine also helped develop what?,Science ,hq_buff_us
2728,What amount of money is mentioned in the Seventh Amendment to the US Constitution?,History,hq_buff_us
2729,"From 1977 to 2011, what was the shade of the only monochromatic national flag?",Geography,hq_buff_us
2730,"As they grow, corn kernels are attached to what?",Nature,hq_buff_us
2731,Which of these is a drink similar to club soda?,Science ,hq_buff_us
2732,Who has the record as the longest-tenured “Saturday Night Live” cast member?,Nature,hq_buff_us
2733,Which of these best describes a small number of sentences on the same subject?,Literature ,hq_buff_us
2734,What is the human kneecap also known as?,Science ,hq_buff_us
2735,The Cardi B line “these is bloody shoes” refers to what fashion brand?,Fashion,hq_buff_us
2736,What Roman emperor ordered a coast-to-coast wall built near the present-day border of England and Scotland?,History,hq_buff_us
2737,Which of these delicacies is correctly paired with the US state most associated with it?,Food & Drink,hq_buff_us
2738,The famous 1830 painting “Liberty Leading the People” depicts what current nation’s flag?,Fine Arts,hq_buff_us
2739,Ads for the first model of iPod boasted it would hold how much audio?,Music,hq_buff_us
2740,"Prior to Bob Dylan, who else had won both a Nobel Prize and an Oscar?",History,hq_buff_us
2741,One of the greatest modern-day art heists took place during celebrations for which event?,History,hq_buff_us
2742,What is the highest number of points you can score on a single shot in the NBA?,Sports,hq_buff_us
2743,What Spanish tennis player just won the French Open for the eleventh time?,Sports,hq_buff_us
2744,"NFL legend Vince Lombardi famously said, “We didn’t lose the game, we just ran out of” what?",Sports,hq_buff_us
2745,Which nation will NOT field a team in this year’s World Cup?,Sports,hq_buff_us
2746,LiAngelo and LaMelo Ball both cited injuries for leaving their team in what country?,Sports,hq_buff_us
2747,What sport originated the term “pole position”?,Sports,hq_buff_us
2748,"What player trademarked the phrase, “I’m just here so I won’t get fined”?",Sports,hq_buff_us
2749,Which of these official track and field hurdles events features more hurdles?,Sports,hq_buff_us
2750,"Though he worked for the Indians in “Major League,” Bob Uecker calls games for what team in real life?",Sports,hq_buff_us
2751,"In this weekend’s Belmont Stakes, what was the horse Restoring Hope accused of?",Sports,hq_buff_us
2752,"For the foreseeable future, the Winter Olympics will take place in the same year as which of these?",Sports,hq_buff_us
2753,"According to Guinness, which of these sports projectiles has been recorded traveling the fastest?",Sports,hq_buff_us
2754,Which of these is commonly used to cool down beverages?,Food & Drink,hq_buff_us
2755,Which of these is the name of a real US president?,History,hq_buff_us
2756,"In math, the trigonometry term “cos” is short for what?",Nature,hq_buff_us
2757,Which of these foods comes from Italy?,Food & Drink,hq_buff_us
2758,Which of the contiguous 48 states reaches farthest south?,Geography,hq_buff_us
2759,"According to nautical lore, “red sky at night” means sailors should do what?",Nature,hq_buff_us
2760,Which of these names appears in the title of the most books in the King James Bible?,Literature ,hq_buff_us
2761,The star of which sitcom shares his last name with a common type of hexagonal wrench?,Science ,hq_buff_us
2762,Which achievement is part of Pro Wrestling’s Triple Crown?,Sports,hq_buff_us
2763,The US Constitution mentions which of these phrases in its preamble?,History,hq_buff_us
2764,Which Pink Floyd album does NOT feature the synthesized voice of Stephen Hawking?,Music,hq_buff_us
2765,The winner of the most Oscars for Best Director shares his last name with what?,Movies,hq_buff_us
2766,Which of these is a track and field event featured in the Olympics?,Sports,hq_buff_us
2767,Apollo 11 was the first manned US mission to go where?,History,hq_buff_us
2768,A classic John Steinbeck novel is titled “Of Mice and” what?,Literature ,hq_buff_us
2769,Which of these is a common type of owl?,Nature,hq_buff_us
2770,"Before hearts, Twitter users clicked on what symbol to “fave” a post?",Tech,hq_buff_us
2771,"Grammatically, which of these words is technically plural?",Language,hq_buff_us
2772,"In Earth hours, which of these planets has the longest day?",Science ,hq_buff_us
2773,Which of these folk-style bands does NOT hail from America?,Music,hq_buff_us
